image_path,severity,severity_numeric
Data/COVID19/COVID19(19).jpg,Mild,0
Data/COVID19/COVID19(190).jpg,Mild,0
Data/COVID19/COVID19(191).jpg,Mild,0
Data/COVID19/COVID19(192).jpg,Mild,0
Data/COVID19/COVID19(193).jpg,Mild,0
Data/COVID19/COVID19(194).jpg,Mild,0
Data/COVID19/COVID19(195).jpg,Mild,0
Data/COVID19/COVID19(196).jpg,Mild,0
Data/COVID19/COVID19(197).jpg,Mild,0
Data/COVID19/COVID19(198).jpg,Mild,0
Data/COVID19/COVID19(199).jpg,Mild,0
Data/COVID19/COVID19(2).jpg,Mild,0
Data/COVID19/COVID19(20).jpg,Mild,0
Data/COVID19/COVID19(200).jpg,Moderate,1
Data/COVID19/COVID19(201).jpg,Severe,2
Data/COVID19/COVID19(202).jpg,Mild,0
Data/COVID19/COVID19(203).jpg,Mild,0
Data/COVID19/COVID19(204).jpg,Mild,0
Data/COVID19/COVID19(205).jpg,Mild,0
Data/COVID19/COVID19(206).jpg,Mild,0
Data/COVID19/COVID19(207).jpg,Mild,0
Data/COVID19/COVID19(208).jpg,Mild,0
Data/COVID19/COVID19(209).jpg,Mild,0
Data/COVID19/COVID19(21).jpg,Mild,0
Data/COVID19/COVID19(210).jpg,Mild,0
Data/COVID19/COVID19(211).jpg,Mild,0
Data/COVID19/COVID19(212).jpg,Moderate,1
Data/COVID19/COVID19(213).jpg,Mild,0
Data/COVID19/COVID19(214).jpg,Mild,0
Data/COVID19/COVID19(215).jpg,Mild,0
Data/COVID19/COVID19(216).jpg,Moderate,1
Data/COVID19/COVID19(217).jpg,Mild,0
Data/COVID19/COVID19(218).jpg,Mild,0
Data/COVID19/COVID19(219).jpg,Mild,0
Data/COVID19/COVID19(22).jpg,Mild,0
Data/COVID19/COVID19(220).jpg,Mild,0
Data/COVID19/COVID19(221).jpg,Mild,0
Data/COVID19/COVID19(222).jpg,Mild,0
Data/COVID19/COVID19(223).jpg,Mild,0
Data/COVID19/COVID19(224).jpg,Mild,0
Data/COVID19/COVID19(225).jpg,Mild,0
Data/COVID19/COVID19(226).jpg,Mild,0
Data/COVID19/COVID19(227).jpg,Mild,0
Data/COVID19/COVID19(228).jpg,Mild,0
Data/COVID19/COVID19(229).jpg,Mild,0
Data/COVID19/COVID19(23).jpg,Mild,0
Data/COVID19/COVID19(230).jpg,Mild,0
Data/COVID19/COVID19(231).jpg,Mild,0
Data/COVID19/COVID19(232).jpg,Mild,0
Data/COVID19/COVID19(233).jpg,Mild,0
Data/COVID19/COVID19(234).jpg,Mild,0
Data/COVID19/COVID19(235).jpg,Mild,0
Data/COVID19/COVID19(236).jpg,Mild,0
Data/COVID19/COVID19(237).jpg,Mild,0
Data/COVID19/COVID19(238).jpg,Mild,0
Data/COVID19/COVID19(239).jpg,Mild,0
Data/COVID19/COVID19(24).jpg,Mild,0
Data/COVID19/COVID19(240).jpg,Mild,0
Data/COVID19/COVID19(241).jpg,Mild,0
Data/COVID19/COVID19(242).jpg,Mild,0
Data/COVID19/COVID19(243).jpg,Mild,0
Data/COVID19/COVID19(244).jpg,Mild,0
Data/COVID19/COVID19(245).jpg,Mild,0
Data/COVID19/COVID19(246).jpg,Mild,0
Data/COVID19/COVID19(247).jpg,Moderate,1
Data/COVID19/COVID19(248).jpg,Moderate,1
Data/COVID19/COVID19(249).jpg,Mild,0
Data/COVID19/COVID19(25).jpg,Mild,0
Data/COVID19/COVID19(250).jpg,Mild,0
Data/COVID19/COVID19(251).jpg,Moderate,1
Data/COVID19/COVID19(252).jpg,Mild,0
Data/COVID19/COVID19(253).jpg,Mild,0
Data/COVID19/COVID19(254).jpg,Mild,0
Data/COVID19/COVID19(255).jpg,Mild,0
Data/COVID19/COVID19(256).jpg,Mild,0
Data/COVID19/COVID19(257).jpg,Mild,0
Data/COVID19/COVID19(258).jpg,Mild,0
Data/COVID19/COVID19(259).jpg,Mild,0
Data/COVID19/COVID19(26).jpg,Mild,0
Data/COVID19/COVID19(260).jpg,Mild,0
Data/COVID19/COVID19(261).jpg,Mild,0
Data/COVID19/COVID19(262).jpg,Mild,0
Data/COVID19/COVID19(263).jpg,Mild,0
Data/COVID19/COVID19(264).jpg,Moderate,1
Data/COVID19/COVID19(265).jpg,Mild,0
Data/COVID19/COVID19(266).jpg,Mild,0
Data/COVID19/COVID19(267).jpg,Mild,0
Data/COVID19/COVID19(268).jpg,Mild,0
Data/COVID19/COVID19(269).jpg,Mild,0
Data/COVID19/COVID19(27).jpg,Moderate,1
Data/COVID19/COVID19(270).jpg,Mild,0
Data/COVID19/COVID19(271).jpg,Mild,0
Data/COVID19/COVID19(272).jpg,Mild,0
Data/COVID19/COVID19(273).jpg,Mild,0
Data/COVID19/COVID19(274).jpg,Mild,0
Data/COVID19/COVID19(275).jpg,Mild,0
Data/COVID19/COVID19(276).jpg,Moderate,1
Data/COVID19/COVID19(277).jpg,Moderate,1
Data/COVID19/COVID19(278).jpg,Mild,0
Data/COVID19/COVID19(279).jpg,Mild,0
Data/COVID19/COVID19(28).jpg,Mild,0
Data/COVID19/COVID19(280).jpg,Mild,0
Data/COVID19/COVID19(281).jpg,Mild,0
Data/COVID19/COVID19(282).jpg,Mild,0
Data/COVID19/COVID19(283).jpg,Mild,0
Data/COVID19/COVID19(284).jpg,Mild,0
Data/COVID19/COVID19(285).jpg,Mild,0
Data/COVID19/COVID19(286).jpg,Mild,0
Data/COVID19/COVID19(287).jpg,Mild,0
Data/COVID19/COVID19(288).jpg,Mild,0
Data/COVID19/COVID19(289).jpg,Mild,0
Data/COVID19/COVID19(29).jpg,Moderate,1
Data/COVID19/COVID19(290).jpg,Mild,0
Data/COVID19/COVID19(291).jpg,Mild,0
Data/COVID19/COVID19(292).jpg,Mild,0
Data/COVID19/COVID19(293).jpg,Mild,0
Data/COVID19/COVID19(294).jpg,Mild,0
Data/COVID19/COVID19(295).jpg,Mild,0
Data/COVID19/COVID19(296).jpg,Mild,0
Data/COVID19/COVID19(297).jpg,Moderate,1
Data/COVID19/COVID19(298).jpg,Mild,0
Data/COVID19/COVID19(299).jpg,Mild,0
Data/COVID19/COVID19(3).jpg,Mild,0
Data/COVID19/COVID19(30).jpg,Mild,0
Data/COVID19/COVID19(300).jpg,Mild,0
Data/COVID19/COVID19(301).jpg,Mild,0
Data/COVID19/COVID19(302).jpg,Mild,0
Data/COVID19/COVID19(303).jpg,Mild,0
Data/COVID19/COVID19(304).jpg,Mild,0
Data/COVID19/COVID19(305).jpg,Mild,0
Data/COVID19/COVID19(306).jpg,Mild,0
Data/COVID19/COVID19(307).jpg,Moderate,1
Data/COVID19/COVID19(308).jpg,Moderate,1
Data/COVID19/COVID19(309).jpg,Mild,0
Data/COVID19/COVID19(31).jpg,Moderate,1
Data/COVID19/COVID19(310).jpg,Mild,0
Data/COVID19/COVID19(311).jpg,Mild,0
Data/COVID19/COVID19(312).jpg,Mild,0
Data/COVID19/COVID19(313).jpg,Mild,0
Data/COVID19/COVID19(314).jpg,Mild,0
Data/COVID19/COVID19(315).jpg,Mild,0
Data/COVID19/COVID19(316).jpg,Moderate,1
Data/COVID19/COVID19(317).jpg,Mild,0
Data/COVID19/COVID19(318).jpg,Moderate,1
Data/COVID19/COVID19(319).jpg,Mild,0
Data/COVID19/COVID19(32).jpg,Mild,0
Data/COVID19/COVID19(320).jpg,Mild,0
Data/COVID19/COVID19(321).jpg,Mild,0
Data/COVID19/COVID19(322).jpg,Mild,0
Data/COVID19/COVID19(323).jpg,Mild,0
Data/COVID19/COVID19(324).jpg,Mild,0
Data/COVID19/COVID19(325).jpg,Mild,0
Data/COVID19/COVID19(326).jpg,Mild,0
Data/COVID19/COVID19(327).jpg,Mild,0
Data/COVID19/COVID19(328).jpg,Mild,0
Data/COVID19/COVID19(329).jpg,Mild,0
Data/COVID19/COVID19(33).jpg,Mild,0
Data/COVID19/COVID19(330).jpg,Mild,0
Data/COVID19/COVID19(331).jpg,Mild,0
Data/COVID19/COVID19(332).jpg,Mild,0
Data/COVID19/COVID19(333).jpg,Mild,0
Data/COVID19/COVID19(334).jpg,Mild,0
Data/COVID19/COVID19(335).jpg,Moderate,1
Data/COVID19/COVID19(336).jpg,Mild,0
Data/COVID19/COVID19(337).jpg,Mild,0
Data/COVID19/COVID19(338).jpg,Mild,0
Data/COVID19/COVID19(339).jpg,Mild,0
Data/COVID19/COVID19(34).jpg,Mild,0
Data/COVID19/COVID19(340).jpg,Mild,0
Data/COVID19/COVID19(341).jpg,Mild,0
Data/COVID19/COVID19(342).jpg,Mild,0
Data/COVID19/COVID19(343).jpg,Mild,0
Data/COVID19/COVID19(344).jpg,Mild,0
Data/COVID19/COVID19(345).jpg,Mild,0
Data/COVID19/COVID19(346).jpg,Mild,0
Data/COVID19/COVID19(347).jpg,Mild,0
Data/COVID19/COVID19(348).jpg,Mild,0
Data/COVID19/COVID19(349).jpg,Mild,0
Data/COVID19/COVID19(35).jpg,Mild,0
Data/COVID19/COVID19(350).jpg,Mild,0
Data/COVID19/COVID19(351).jpg,Mild,0
Data/COVID19/COVID19(352).jpg,Mild,0
Data/COVID19/COVID19(353).jpg,Mild,0
Data/COVID19/COVID19(354).jpg,Mild,0
Data/COVID19/COVID19(355).jpg,Mild,0
Data/COVID19/COVID19(356).jpg,Mild,0
Data/COVID19/COVID19(357).jpg,Mild,0
Data/COVID19/COVID19(358).jpg,Mild,0
Data/COVID19/COVID19(359).jpg,Mild,0
Data/COVID19/COVID19(36).jpg,Mild,0
Data/COVID19/COVID19(360).jpg,Mild,0
Data/COVID19/COVID19(361).jpg,Mild,0
Data/COVID19/COVID19(362).jpg,Mild,0
Data/COVID19/COVID19(363).jpg,Mild,0
Data/COVID19/COVID19(364).jpg,Mild,0
Data/COVID19/COVID19(365).jpg,Mild,0
Data/COVID19/COVID19(366).jpg,Mild,0
Data/COVID19/COVID19(367).jpg,Mild,0
Data/COVID19/COVID19(368).jpg,Mild,0
Data/COVID19/COVID19(369).jpg,Mild,0
Data/COVID19/COVID19(37).jpg,Mild,0
Data/COVID19/COVID19(370).jpg,Mild,0
Data/COVID19/COVID19(371).jpg,Mild,0
Data/COVID19/COVID19(372).jpg,Moderate,1
Data/COVID19/COVID19(373).jpg,Mild,0
Data/COVID19/COVID19(374).jpg,Mild,0
Data/COVID19/COVID19(375).jpg,Mild,0
Data/COVID19/COVID19(376).jpg,Mild,0
Data/COVID19/COVID19(377).jpg,Mild,0
Data/COVID19/COVID19(378).jpg,Mild,0
Data/COVID19/COVID19(379).jpg,Mild,0
Data/COVID19/COVID19(38).jpg,Mild,0
Data/COVID19/COVID19(380).jpg,Mild,0
Data/COVID19/COVID19(381).jpg,Mild,0
Data/COVID19/COVID19(382).jpg,Mild,0
Data/COVID19/COVID19(383).jpg,Mild,0
Data/COVID19/COVID19(384).jpg,Mild,0
Data/COVID19/COVID19(385).jpg,Mild,0
Data/COVID19/COVID19(386).jpg,Mild,0
Data/COVID19/COVID19(387).jpg,Mild,0
Data/COVID19/COVID19(388).jpg,Mild,0
Data/COVID19/COVID19(389).jpg,Mild,0
Data/COVID19/COVID19(39).jpg,Mild,0
Data/COVID19/COVID19(390).jpg,Mild,0
Data/COVID19/COVID19(391).jpg,Mild,0
Data/COVID19/COVID19(392).jpg,Mild,0
Data/COVID19/COVID19(393).jpg,Mild,0
Data/COVID19/COVID19(394).jpg,Mild,0
Data/COVID19/COVID19(395).jpg,Mild,0
Data/COVID19/COVID19(396).jpg,Mild,0
Data/COVID19/COVID19(397).jpg,Mild,0
Data/COVID19/COVID19(398).jpg,Mild,0
Data/COVID19/COVID19(399).jpg,Mild,0
Data/COVID19/COVID19(4).jpg,Mild,0
Data/COVID19/COVID19(40).jpg,Mild,0
Data/COVID19/COVID19(400).jpg,Mild,0
Data/COVID19/COVID19(401).jpg,Mild,0
Data/COVID19/COVID19(402).jpg,Mild,0
Data/COVID19/COVID19(403).jpg,Mild,0
Data/COVID19/COVID19(404).jpg,Mild,0
Data/COVID19/COVID19(405).jpg,Mild,0
Data/COVID19/COVID19(406).jpg,Mild,0
Data/COVID19/COVID19(407).jpg,Mild,0
Data/COVID19/COVID19(408).jpg,Mild,0
Data/COVID19/COVID19(409).jpg,Mild,0
Data/COVID19/COVID19(41).jpg,Mild,0
Data/COVID19/COVID19(410).jpg,Mild,0
Data/COVID19/COVID19(411).jpg,Mild,0
Data/COVID19/COVID19(412).jpg,Mild,0
Data/COVID19/COVID19(413).jpg,Mild,0
Data/COVID19/COVID19(414).jpg,Mild,0
Data/COVID19/COVID19(415).jpg,Moderate,1
Data/COVID19/COVID19(416).jpg,Mild,0
Data/COVID19/COVID19(417).jpg,Mild,0
Data/COVID19/COVID19(418).jpg,Mild,0
Data/COVID19/COVID19(419).jpg,Mild,0
Data/COVID19/COVID19(42).jpg,Mild,0
Data/COVID19/COVID19(420).jpg,Mild,0
Data/COVID19/COVID19(421).jpg,Mild,0
Data/COVID19/COVID19(422).jpg,Mild,0
Data/COVID19/COVID19(423).jpg,Mild,0
Data/COVID19/COVID19(424).jpg,Mild,0
Data/COVID19/COVID19(425).jpg,Mild,0
Data/COVID19/COVID19(426).jpg,Mild,0
Data/COVID19/COVID19(427).jpg,Mild,0
Data/COVID19/COVID19(428).jpg,Mild,0
Data/COVID19/COVID19(429).jpg,Moderate,1
Data/COVID19/COVID19(43).jpg,Mild,0
Data/COVID19/COVID19(430).jpg,Mild,0
Data/COVID19/COVID19(431).jpg,Mild,0
Data/COVID19/COVID19(432).jpg,Mild,0
Data/COVID19/COVID19(433).jpg,Mild,0
Data/COVID19/COVID19(434).jpg,Mild,0
Data/COVID19/COVID19(435).jpg,Mild,0
Data/COVID19/COVID19(436).jpg,Mild,0
Data/COVID19/COVID19(437).jpg,Mild,0
Data/COVID19/COVID19(438).jpg,Mild,0
Data/COVID19/COVID19(439).jpg,Mild,0
Data/COVID19/COVID19(44).jpg,Mild,0
Data/COVID19/COVID19(440).jpg,Mild,0
Data/COVID19/COVID19(441).jpg,Mild,0
Data/COVID19/COVID19(442).jpg,Mild,0
Data/COVID19/COVID19(443).jpg,Mild,0
Data/COVID19/COVID19(444).jpg,Mild,0
Data/COVID19/COVID19(445).jpg,Mild,0
Data/COVID19/COVID19(446).jpg,Mild,0
Data/COVID19/COVID19(447).jpg,Mild,0
Data/COVID19/COVID19(448).jpg,Mild,0
Data/COVID19/COVID19(449).jpg,Mild,0
Data/COVID19/COVID19(45).jpg,Mild,0
Data/COVID19/COVID19(450).jpg,Mild,0
Data/COVID19/COVID19(451).jpg,Mild,0
Data/COVID19/COVID19(452).jpg,Mild,0
Data/COVID19/COVID19(453).jpg,Mild,0
Data/COVID19/COVID19(454).jpg,Mild,0
Data/COVID19/COVID19(455).jpg,Mild,0
Data/COVID19/COVID19(456).jpg,Mild,0
Data/COVID19/COVID19(457).jpg,Mild,0
Data/COVID19/COVID19(458).jpg,Mild,0
Data/COVID19/COVID19(459).jpg,Mild,0
Data/COVID19/COVID19(46).jpg,Mild,0
Data/COVID19/COVID19(460).jpg,Mild,0
Data/COVID19/COVID19(461).jpg,Mild,0
Data/COVID19/COVID19(462).jpg,Mild,0
Data/COVID19/COVID19(463).jpg,Mild,0
Data/COVID19/COVID19(464).jpg,Mild,0
Data/COVID19/COVID19(465).jpg,Mild,0
Data/COVID19/COVID19(466).jpg,Mild,0
Data/COVID19/COVID19(467).jpg,Mild,0
Data/COVID19/COVID19(468).jpg,Mild,0
Data/COVID19/COVID19(469).jpg,Mild,0
Data/COVID19/COVID19(47).jpg,Mild,0
Data/COVID19/COVID19(470).jpg,Mild,0
Data/COVID19/COVID19(471).jpg,Mild,0
Data/COVID19/COVID19(472).jpg,Mild,0
Data/COVID19/COVID19(473).jpg,Mild,0
Data/COVID19/COVID19(474).jpg,Mild,0
Data/COVID19/COVID19(475).jpg,Mild,0
Data/COVID19/COVID19(476).jpg,Mild,0
Data/COVID19/COVID19(477).jpg,Mild,0
Data/COVID19/COVID19(478).jpg,Mild,0
Data/COVID19/COVID19(479).jpg,Mild,0
Data/COVID19/COVID19(48).jpg,Mild,0
Data/COVID19/COVID19(480).jpg,Mild,0
Data/COVID19/COVID19(481).jpg,Mild,0
Data/COVID19/COVID19(482).jpg,Mild,0
Data/COVID19/COVID19(483).jpg,Mild,0
Data/COVID19/COVID19(484).jpg,Mild,0
Data/COVID19/COVID19(485).jpg,Mild,0
Data/COVID19/COVID19(486).jpg,Mild,0
Data/COVID19/COVID19(487).jpg,Mild,0
Data/COVID19/COVID19(488).jpg,Mild,0
Data/COVID19/COVID19(489).jpg,Mild,0
Data/COVID19/COVID19(49).jpg,Mild,0
Data/COVID19/COVID19(490).jpg,Mild,0
Data/COVID19/COVID19(491).jpg,Mild,0
Data/COVID19/COVID19(492).jpg,Mild,0
Data/COVID19/COVID19(493).jpg,Mild,0
Data/COVID19/COVID19(494).jpg,Mild,0
Data/COVID19/COVID19(495).jpg,Mild,0
Data/COVID19/COVID19(496).jpg,Moderate,1
Data/COVID19/COVID19(497).jpg,Mild,0
Data/COVID19/COVID19(498).jpg,Mild,0
Data/COVID19/COVID19(499).jpg,Mild,0
Data/COVID19/COVID19(5).jpg,Mild,0
Data/COVID19/COVID19(50).jpg,Mild,0
Data/COVID19/COVID19(500).jpg,Mild,0
Data/COVID19/COVID19(501).jpg,Mild,0
Data/COVID19/COVID19(502).jpg,Mild,0
Data/COVID19/COVID19(503).jpg,Mild,0
Data/COVID19/COVID19(504).jpg,Mild,0
Data/COVID19/COVID19(505).jpg,Mild,0
Data/COVID19/COVID19(506).jpg,Mild,0
Data/COVID19/COVID19(507).jpg,Moderate,1
Data/COVID19/COVID19(508).jpg,Mild,0
Data/COVID19/COVID19(509).jpg,Mild,0
Data/COVID19/COVID19(51).jpg,Mild,0
Data/COVID19/COVID19(510).jpg,Mild,0
Data/COVID19/COVID19(511).jpg,Mild,0
Data/COVID19/COVID19(512).jpg,Mild,0
Data/COVID19/COVID19(513).jpg,Mild,0
Data/COVID19/COVID19(514).jpg,Moderate,1
Data/COVID19/COVID19(515).jpg,Mild,0
Data/COVID19/COVID19(516).jpg,Mild,0
Data/COVID19/COVID19(517).jpg,Mild,0
Data/COVID19/COVID19(518).jpg,Mild,0
Data/COVID19/COVID19(519).jpg,Mild,0
Data/COVID19/COVID19(52).jpg,Mild,0
Data/COVID19/COVID19(520).jpg,Mild,0
Data/COVID19/COVID19(521).jpg,Mild,0
Data/COVID19/COVID19(522).jpg,Moderate,1
Data/COVID19/COVID19(523).jpg,Mild,0
Data/COVID19/COVID19(524).jpg,Mild,0
Data/COVID19/COVID19(525).jpg,Mild,0
Data/COVID19/COVID19(526).jpg,Mild,0
Data/COVID19/COVID19(527).jpg,Mild,0
Data/COVID19/COVID19(528).jpg,Moderate,1
Data/COVID19/COVID19(529).jpg,Mild,0
Data/COVID19/COVID19(53).jpg,Mild,0
Data/COVID19/COVID19(530).jpg,Mild,0
Data/COVID19/COVID19(531).jpg,Moderate,1
Data/COVID19/COVID19(532).jpg,Moderate,1
Data/COVID19/COVID19(533).jpg,Mild,0
Data/COVID19/COVID19(534).jpg,Mild,0
Data/COVID19/COVID19(535).jpg,Mild,0
Data/COVID19/COVID19(536).jpg,Mild,0
Data/COVID19/COVID19(537).jpg,Mild,0
Data/COVID19/COVID19(538).jpg,Severe,2
Data/COVID19/COVID19(539).jpg,Mild,0
Data/COVID19/COVID19(54).jpg,Mild,0
Data/COVID19/COVID19(540).jpg,Mild,0
Data/COVID19/COVID19(541).jpg,Mild,0
Data/COVID19/COVID19(542).jpg,Mild,0
Data/COVID19/COVID19(543).jpg,Mild,0
Data/COVID19/COVID19(544).jpg,Mild,0
Data/COVID19/COVID19(545).jpg,Mild,0
Data/COVID19/COVID19(546).jpg,Mild,0
Data/COVID19/COVID19(547).jpg,Mild,0
Data/COVID19/COVID19(548).jpg,Severe,2
Data/COVID19/COVID19(549).jpg,Mild,0
Data/COVID19/COVID19(55).jpg,Mild,0
Data/COVID19/COVID19(550).jpg,Mild,0
Data/COVID19/COVID19(551).jpg,Mild,0
Data/COVID19/COVID19(552).jpg,Mild,0
Data/COVID19/COVID19(553).jpg,Mild,0
Data/COVID19/COVID19(554).jpg,Mild,0
Data/COVID19/COVID19(555).jpg,Mild,0
Data/COVID19/COVID19(556).jpg,Mild,0
Data/COVID19/COVID19(557).jpg,Mild,0
Data/COVID19/COVID19(558).jpg,Mild,0
Data/COVID19/COVID19(559).jpg,Mild,0
Data/COVID19/COVID19(56).jpg,Mild,0
Data/COVID19/COVID19(560).jpg,Mild,0
Data/COVID19/COVID19(561).jpg,Mild,0
Data/COVID19/COVID19(562).jpg,Mild,0
Data/COVID19/COVID19(563).jpg,Mild,0
Data/COVID19/COVID19(564).jpg,Mild,0
Data/COVID19/COVID19(565).jpg,Mild,0
Data/COVID19/COVID19(566).jpg,Mild,0
Data/COVID19/COVID19(567).jpg,Mild,0
Data/COVID19/COVID19(568).jpg,Mild,0
Data/COVID19/COVID19(569).jpg,Mild,0
Data/COVID19/COVID19(57).jpg,Mild,0
Data/COVID19/COVID19(570).jpg,Mild,0
Data/COVID19/COVID19(571).jpg,Mild,0
Data/COVID19/COVID19(572).jpg,Mild,0
Data/COVID19/COVID19(573).jpg,Mild,0
Data/COVID19/COVID19(574).jpg,Mild,0
Data/COVID19/COVID19(575).jpg,Mild,0
Data/COVID19/COVID19(58).jpg,Mild,0
Data/COVID19/COVID19(59).jpg,Mild,0
Data/COVID19/COVID19(6).jpg,Mild,0
Data/COVID19/COVID19(60).jpg,Mild,0
Data/COVID19/COVID19(61).jpg,Mild,0
Data/COVID19/COVID19(62).jpg,Mild,0
Data/COVID19/COVID19(63).jpg,Mild,0
Data/COVID19/COVID19(64).jpg,Mild,0
Data/COVID19/COVID19(65).jpg,Mild,0
Data/COVID19/COVID19(66).jpg,Mild,0
Data/COVID19/COVID19(67).jpg,Mild,0
Data/COVID19/COVID19(68).jpg,Mild,0
Data/COVID19/COVID19(69).jpg,Mild,0
Data/COVID19/COVID19(7).jpg,Mild,0
Data/COVID19/COVID19(70).jpg,Mild,0
Data/COVID19/COVID19(71).jpg,Mild,0
Data/COVID19/COVID19(72).jpg,Mild,0
Data/COVID19/COVID19(73).jpg,Mild,0
Data/COVID19/COVID19(74).jpg,Mild,0
Data/COVID19/COVID19(75).jpg,Mild,0
Data/COVID19/COVID19(76).jpg,Mild,0
Data/COVID19/COVID19(77).jpg,Mild,0
Data/COVID19/COVID19(78).jpg,Mild,0
Data/COVID19/COVID19(79).jpg,Mild,0
Data/COVID19/COVID19(8).jpg,Mild,0
Data/COVID19/COVID19(80).jpg,Mild,0
Data/COVID19/COVID19(81).jpg,Mild,0
